DEPTH,BIT,BVOL,CAL,CNCF,CVOL,DT,GR,PE,RD,RMSL,RS,SPBD,SPD,TTEN,ZCOR,ZDEN
153.01,12.25,104.426,13.286,50.295,58.615,165.248,90.364,1.969,5.081,1.708,3.019,63.906,8.048,2097.038,0.033,2.183
153.09,12.25,104.419,13.282,43.832,58.612,163.751,92.271,2.062,5.102,1.675,3.032,64.049,8.049,2096.348,0.012,2.183
153.16,12.25,104.412,13.277,40.76,58.609,162.232,93.616,1.884,5.143,1.663,3.059,64.18,8.059,2097.757,-0.003,2.182
153.24,12.25,104.405,13.274,40.922,58.606,160.624,93.42,1.849,5.2,1.688,3.098,64.299,8.079,2102.327,0.023,2.182
153.31,12.25,104.398,13.273,42.059,58.602,158.973,91.906,1.806,5.268,1.733,3.145,64.405,8.103,2110.59,0.036,2.187
153.39,12.25,104.391,13.274,41.949,58.599,157.444,89.652,2.007,5.345,1.738,3.196,64.499,8.124,2121.418,-0.021,2.186
153.47,12.25,104.385,13.278,40.008,58.596,156.163,87.381,1.935,5.43,1.666,3.248,64.581,8.139,2132.09,0.035,2.191
153.54,12.25,104.378,13.281,37.196,58.593,155.225,86.332,1.957,5.523,1.563,3.299,64.652,8.145,2139.907,-0.007,2.187
153.62,12.25,104.371,13.282,35.415,58.59,154.621,86.655,1.931,5.622,1.487,3.349,64.713,8.143,2143.412,0.06,2.198
153.7,12.25,104.364,13.282,36.811,58.586,154.174,87.364,1.991,5.722,1.452,3.397,64.766,8.138,2142.532,0.016,2.189
153.77,12.25,104.357,13.279,40.608,58.583,153.737,88.03,2.001,5.81,1.452,3.441,64.812,8.131,2138.739,0.006,2.187
153.85,12.25,104.351,13.277,44.741,58.58,153.29,88.656,2.016,5.875,1.485,3.477,64.853,8.126,2133.78,-0.015,2.173
153.92,12.25,104.344,13.274,46.184,58.577,152.904,89.374,1.934,5.906,1.558,3.5,64.889,8.124,2129.01,0.01,2.17
154,12.25,104.337,13.272,45.477,58.573,152.639,90.683,1.931,5.899,1.657,3.505,64.923,8.126,2125.339,0.001,2.157
154.08,12.25,104.33,13.271,44.266,58.57,152.352,92.017,1.871,5.859,1.741,3.492,64.956,8.131,2123.17,0.005,2.159
154.15,12.25,104.323,13.271,41.51,58.567,151.782,93.397,1.932,5.799,1.764,3.463,64.988,8.137,2122.004,0.181,2.166
154.23,12.25,104.317,13.273,39.029,58.564,150.82,95.917,1.989,5.735,1.738,3.429,65.021,8.143,2120.872,0.274,2.137
154.31,12.25,104.31,13.275,39.722,58.56,149.571,99.596,2.128,5.683,1.715,3.399,65.055,8.145,2119.154,0.249,2.091
154.38,12.25,104.303,13.278,44.498,58.557,148.288,102.638,2.248,5.655,1.728,3.383,65.09,8.141,2117.035,0.277,2.086
154.46,12.25,104.296,13.282,50.568,58.554,147.283,102.665,2.2,5.66,1.77,3.389,65.126,8.131,2115.252,0.285,2.119
154.53,12.25,104.289,13.284,54.197,58.551,146.723,98.816,2.161,5.702,1.809,3.42,65.163,8.119,2114.435,0.193,2.152
154.61,12.25,104.283,13.284,54.253,58.548,146.529,93.311,1.945,5.777,1.813,3.474,65.198,8.108,2114.426,0.187,2.197
154.69,12.25,104.276,13.282,49.311,58.544,146.487,89.722,1.983,5.88,1.754,3.547,65.232,8.104,2114.204,0.152,2.214
154.76,12.25,104.269,13.278,42.097,58.541,146.317,88.357,1.919,6,1.655,3.633,65.263,8.106,2112.248,0.092,2.21
154.84,12.25,104.262,13.272,36.662,58.538,145.903,87.973,1.88,6.124,1.574,3.721,65.289,8.113,2108.169,0.048,2.198
154.92,12.25,104.255,13.267,35.837,58.535,145.388,87.581,1.722,6.235,1.548,3.801,65.308,8.12,2103.486,-0.007,2.193
154.99,12.25,104.249,13.261,40.252,58.531,144.774,86.232,1.804,6.323,1.58,3.865,65.32,8.125,2100.874,0.025,2.21
155.07,12.25,104.242,13.256,46.48,58.528,143.823,84.701,1.838,6.381,1.648,3.907,65.323,8.124,2102.594,0.047,2.228
155.14,12.25,104.235,13.251,49.181,58.525,142.371,84.799,2.267,6.409,1.716,3.928,65.315,8.116,2108.306,-0.015,2.215
155.22,12.25,104.228,13.247,45.38,58.522,140.503,86.248,2.454,6.41,1.768,3.928,65.298,8.102,2114.856,0.021,2.212
155.3,12.25,104.221,13.243,39.632,58.519,138.575,87.226,2.449,6.391,1.828,3.914,65.269,8.088,2118.728,-0.023,2.204
155.37,12.25,104.215,13.239,35.067,58.515,137.007,86.87,2.288,6.356,1.87,3.889,65.23,8.078,2118.121,-0.01,2.221
155.45,12.25,104.208,13.235,33.135,58.512,135.827,85.6,2.165,6.309,1.817,3.855,65.181,8.074,2113.697,0.026,2.228
155.52,12.25,104.201,13.231,34.102,58.509,134.723,85.424,2.284,6.254,1.683,3.814,65.124,8.077,2107.89,0.008,2.225
155.6,12.25,104.194,13.229,36.87,58.506,133.661,86.817,2.18,6.193,1.562,3.767,65.059,8.082,2103.209,0.025,2.229
155.68,12.25,104.188,13.229,39.773,58.503,133.007,88.968,2.139,6.127,1.504,3.715,64.989,8.086,2100.42,0.068,2.235
155.75,12.25,104.181,13.23,41.881,58.499,133.097,91.074,2.172,6.061,1.487,3.662,64.916,8.085,2099.217,0.025,2.238
155.83,12.25,104.174,13.231,44.818,58.496,133.834,93.005,2.24,5.995,1.455,3.609,64.843,8.078,2099.572,-0.009,2.237
155.91,12.25,104.167,13.235,49.038,58.493,134.602,94.833,2.414,5.935,1.383,3.56,64.771,8.066,2101.734,-0.002,2.24
155.98,12.25,104.161,13.241,52.268,58.49,134.744,95.263,2.469,5.883,1.302,3.517,64.705,8.05,2105.898,0.027,2.242
156.06,12.25,104.154,13.249,51.182,58.487,134.24,94.895,2.533,5.845,1.242,3.484,64.646,8.033,2111.685,0.065,2.251
156.13,12.25,104.147,13.26,48.123,58.484,133.548,95.752,2.494,5.829,1.205,3.465,64.597,8.017,2117.201,0.046,2.253
156.21,12.25,104.14,13.272,46.409,58.48,132.872,98.119,2.472,5.842,1.195,3.464,64.56,8.007,2120.611,0.044,2.258
156.29,12.25,104.133,13.287,46.26,58.477,131.884,100.113,2.497,5.888,1.203,3.483,64.536,8.005,2121.281,0.026,2.256
156.36,12.25,104.127,13.305,47.24,58.474,130.077,100.207,2.545,5.969,1.219,3.522,64.527,8.009,2119.791,-0.001,2.252
156.44,12.25,104.12,13.327,46.743,58.471,127.319,98.766,2.563,6.081,1.236,3.579,64.533,8.017,2117.453,0.024,2.247
156.52,12.25,104.113,13.357,43.91,58.467,124.111,96.988,2.528,6.214,1.278,3.647,64.554,8.024,2115.825,0.041,2.241
156.59,12.25,104.106,13.399,40.201,58.464,121.239,96.06,2.281,6.355,1.409,3.72,64.591,8.027,2115.57,-0.002,2.243
156.67,12.25,104.099,13.453,36.177,58.461,119.201,95.406,2.24,6.49,1.697,3.789,64.642,8.025,2116.256,0.035,2.244
156.74,12.25,104.092,13.511,33.509,58.457,118.131,93.368,2.153,6.605,2.055,3.846,64.706,8.021,2117.036,0.056,2.241
156.82,12.25,104.085,13.555,33.164,58.454,118.003,90.881,2.077,6.688,2.109,3.886,64.782,8.019,2117.406,0.02,2.228
156.9,12.25,104.078,13.563,33.613,58.45,118.782,89.26,1.987,6.729,1.831,3.902,64.866,8.019,2117.12,-0.023,2.217
156.97,12.25,104.071,13.516,33.208,58.447,120.531,88.24,2.023,6.727,1.576,3.894,64.958,8.022,2116.098,0.015,2.206
157.05,12.25,104.064,13.409,33.72,58.443,123.323,88.177,2.11,6.692,1.472,3.866,65.053,8.028,2114.549,0.029,2.191
157.12,12.25,104.057,13.258,37.501,58.44,126.924,89.551,2.034,6.638,1.484,3.826,65.151,8.036,2112.817,0.054,2.176
157.2,12.25,104.05,13.091,44.407,58.437,130.661,91.674,1.939,6.583,1.569,3.785,65.247,8.047,2110.853,0.016,2.161
157.28,12.25,104.043,12.94,51.847,58.434,133.754,92.383,1.946,6.541,1.687,3.75,65.34,8.06,2108.479,0.058,2.157
157.35,12.25,104.037,12.823,54.556,58.431,135.677,91.571,1.864,6.517,1.785,3.725,65.428,8.074,2105.819,0.027,2.162
157.43,12.25,104.031,12.748,52.475,58.428,136.275,90.375,1.88,6.509,1.722,3.71,65.508,8.085,2103.015,0.058,2.17
157.51,12.25,104.024,12.705,49.544,58.425,135.623,89.789,1.86,6.512,1.536,3.702,65.579,8.094,2100.379,0.017,2.178
157.58,12.25,104.018,12.684,46.928,58.423,133.879,89.785,1.892,6.521,1.401,3.697,65.64,8.099,2098.089,0.038,2.19
157.66,12.25,104.012,12.675,44.165,58.42,131.338,88.306,1.875,6.536,1.375,3.695,65.69,8.101,2095.935,0.06,2.207
157.73,12.25,104.006,12.672,41.442,58.417,128.513,85.349,1.828,6.555,1.381,3.695,65.729,8.103,2093.441,0.063,2.233
157.81,12.25,104,12.673,40.231,58.415,125.918,82.647,1.617,6.578,1.318,3.696,65.757,8.109,2090.328,0.051,2.257
157.89,12.25,103.993,12.676,41.315,58.412,123.745,81.59,1.576,6.603,1.234,3.697,65.775,8.12,2086.667,0.059,2.27
157.96,12.25,103.987,12.678,42.898,58.409,121.928,81.808,1.478,6.629,1.204,3.698,65.784,8.133,2082.893,0.057,2.281
158.04,12.25,103.981,12.679,42.69,58.407,120.523,83.419,1.672,6.656,1.238,3.7,65.786,8.145,2079.889,0.051,2.274
158.12,12.25,103.975,12.676,41.417,58.404,119.902,86.912,1.83,6.683,1.279,3.703,65.782,8.153,2078.132,0.007,2.266
158.19,12.25,103.968,12.673,41.533,58.402,120.457,91.371,2.088,6.712,1.288,3.709,65.774,8.156,2076.911,0.016,2.259
158.27,12.25,103.962,12.668,44.632,58.399,122.154,94.585,2.307,6.743,1.286,3.717,65.764,8.154,2075.085,0.058,2.255
158.34,12.25,103.956,12.663,49.932,58.396,124.493,95.35,2.38,6.768,1.307,3.727,65.755,8.151,2072.485,0.062,2.253
158.42,12.25,103.95,12.659,53.062,58.394,127.026,95.317,2.593,6.783,1.345,3.734,65.748,8.149,2069.97,0.029,2.25
158.5,12.25,103.944,12.655,50.518,58.391,129.73,95.68,2.529,6.782,1.366,3.735,65.745,8.15,2068.462,0.068,2.255
158.57,12.25,103.938,12.653,46.08,58.389,132.759,95.738,2.408,6.763,1.374,3.729,65.748,8.155,2068.665,0.06,2.246
158.65,12.25,103.931,12.652,44.267,58.386,136.005,93.709,2.264,6.726,1.412,3.712,65.756,8.161,2070.975,0.049,2.232
158.73,12.25,103.925,12.652,44.539,58.383,138.928,90.441,2.167,6.676,1.488,3.684,65.771,8.168,2074.617,0.021,2.215
158.8,12.25,103.919,12.652,45.413,58.381,140.898,89.591,2.208,6.618,1.515,3.647,65.793,8.173,2078.386,0.01,2.204
158.88,12.25,103.913,12.653,46.56,58.378,141.615,92.851,2.212,6.558,1.448,3.604,65.82,8.175,2081.379,0.032,2.203
158.95,12.25,103.907,12.654,48.48,58.375,141.251,96.4,2.227,6.506,1.321,3.558,65.853,8.172,2083.013,0.057,2.197
159.03,12.25,103.9,12.654,52.064,58.373,140.129,96.093,2.174,6.476,1.214,3.517,65.888,8.164,2083.272,0.076,2.192
159.11,12.25,103.894,12.653,56.827,58.37,138.322,93.189,2.078,6.489,1.158,3.495,65.924,8.154,2082.509,-0.016,2.178
159.18,12.25,103.888,12.651,59.088,58.368,135.57,91.656,2.068,6.569,1.18,3.505,65.958,8.144,2080.855,-0.011,2.198
159.26,12.25,103.882,12.648,56.262,58.365,131.504,92.754,2.025,6.742,1.254,3.56,65.987,8.136,2078.478,0.126,2.268
159.33,12.25,103.876,12.643,51.701,58.362,126.092,93.617,2.011,7.027,1.303,3.671,66.009,8.131,2076.15,0.244,2.323
159.41,12.25,103.87,12.639,47.521,58.36,119.865,91.608,2.006,7.431,1.352,3.843,66.019,8.127,2074.543,0.194,2.319
159.49,12.25,103.863,12.633,44.87,58.357,113.702,87.71,1.94,7.943,1.442,4.071,66.015,8.124,2073.937,0.059,2.279
159.56,12.25,103.857,12.627,42.75,58.355,108.334,84.5,1.783,8.537,1.613,4.343,65.995,8.119,2074.596,0.008,2.264
159.64,12.25,103.851,12.62,39.334,58.352,104.073,82.083,1.749,9.168,1.877,4.638,65.955,8.112,2076.562,0.019,2.272
159.72,12.25,103.845,12.613,35.013,58.35,100.905,80.212,1.648,9.761,2.213,4.927,65.893,8.103,2079.174,0.015,2.298
159.79,12.25,103.839,12.605,32.183,58.347,98.843,79.281,1.759,10.252,2.6,5.183,65.809,8.092,2081.969,0.01,2.302
159.87,12.25,103.833,12.597,31.849,58.344,98.182,80.087,1.879,10.578,3.056,5.372,65.701,8.08,2084.475,0.015,2.296
159.94,12.25,103.827,12.593,33.67,58.342,99.192,82.069,2.02,10.694,3.346,5.469,65.57,8.067,2085.723,0.035,2.283
160.02,12.25,103.82,12.594,37.139,58.339,101.72,82.809,1.981,10.591,3.045,5.462,65.417,8.056,2084.902,0.034,2.279
160.1,12.25,103.814,12.6,41.481,58.337,105.179,83.189,1.903,10.295,2.741,5.356,65.242,8.048,2082.317,0.066,2.276
160.17,12.25,103.808,12.611,46.268,58.334,109.012,85.239,2.133,9.852,2.818,5.168,65.049,8.043,2078.938,0.025,2.271
160.25,12.25,103.802,12.623,50.206,58.332,113.11,88.285,2.432,9.316,3.166,4.921,64.841,8.04,2075.835,0.017,2.272
160.33,12.25,103.796,12.634,53.384,58.329,117.619,90.385,2.56,8.718,3.318,4.642,64.62,8.037,2074.044,0.004,2.27
160.4,12.25,103.79,12.643,54.413,58.327,122.39,91.467,2.242,8.111,2.894,4.348,64.391,8.034,2073.927,0.024,2.279
160.48,12.25,103.784,12.649,50.239,58.324,126.758,92.731,1.917,7.524,2.325,4.06,64.158,8.03,2074.953,-0.003,2.275
160.55,12.25,103.777,12.652,42.734,58.321,129.928,94.743,1.657,6.986,1.912,3.795,63.926,8.025,2076.378,0.073,2.269
160.63,12.25,103.771,12.654,36.06,58.319,131.469,98.02,1.878,6.516,1.64,3.563,63.699,8.022,2077.337,0.075,2.237
160.71,12.25,103.765,12.653,33.347,58.316,131.507,100.644,2.031,6.127,1.456,3.37,63.481,8.02,2077.533,0.024,2.215
160.78,12.25,103.759,12.649,34.937,58.313,130.494,102.078,2.083,5.82,1.335,3.216,63.278,8.022,2077.414,0.047,2.211
160.86,12.25,103.753,12.641,40.364,58.311,128.746,103.505,2.005,5.589,1.255,3.099,63.092,8.029,2077.436,0.09,2.215
160.93,12.25,103.746,12.631,46.743,58.308,126.462,104.065,1.996,5.421,1.21,3.015,62.928,8.038,2077.888,0.074,2.218
161.01,12.25,103.74,12.62,48.704,58.306,124.001,103.866,2.005,5.304,1.191,2.96,62.787,8.05,2078.909,0.042,2.208
161.09,12.25,103.734,12.61,44.25,58.303,121.917,103.72,2.024,5.223,1.195,2.926,62.672,8.063,2080.482,0.044,2.203
161.16,12.25,103.728,12.602,37.86,58.301,120.762,102.961,2.034,5.165,1.225,2.906,62.585,8.073,2082.019,0.078,2.192
161.24,12.25,103.722,12.596,35.114,58.298,120.727,99.975,2.035,5.118,1.262,2.891,62.527,8.079,2082.523,0.042,2.185
161.32,12.25,103.716,12.591,37.138,58.295,121.514,96.684,2.034,5.079,1.275,2.878,62.496,8.081,2081.813,0.058,2.178
161.39,12.25,103.71,12.59,41.804,58.293,122.586,94.672,2.02,5.049,1.272,2.866,62.494,8.079,2079.928,0.018,2.173
161.47,12.25,103.704,12.596,44.729,58.29,123.598,93.74,1.996,5.036,1.268,2.859,62.519,8.078,2077.436,0.026,2.172
161.54,12.25,103.697,12.612,43.561,58.288,124.559,95.1,1.93,5.047,1.261,2.862,62.569,8.08,2075.09,0.028,2.171
161.62,12.25,103.691,12.641,41.268,58.285,125.633,97.202,1.937,5.084,1.241,2.878,62.643,8.089,2073.014,-0.006,2.171
161.7,12.25,103.685,12.679,39.231,58.283,126.834,98.537,1.933,5.149,1.215,2.909,62.737,8.106,2071.109,0.045,2.182
161.77,12.25,103.679,12.721,37.965,58.28,127.883,98.954,1.971,5.241,1.202,2.953,62.85,8.129,2069.398,0.035,2.19
161.85,12.25,103.673,12.761,38.314,58.277,128.447,97.646,1.982,5.356,1.221,3.01,62.977,8.151,2068.221,0.005,2.199
161.93,12.25,103.666,12.794,39.888,58.275,128.458,94.685,1.924,5.491,1.263,3.078,63.117,8.166,2068.002,0.019,2.201
162,12.25,103.66,12.82,40.766,58.272,128.129,92.324,1.987,5.641,1.31,3.153,63.266,8.17,2068.928,0.022,2.203
162.08,12.25,103.654,12.839,40.074,58.269,127.649,92.151,2.024,5.796,1.343,3.232,63.422,8.163,2071.104,0.028,2.205
162.15,12.25,103.647,12.852,39.713,58.266,126.951,92.687,2.069,5.945,1.349,3.309,63.58,8.15,2073.731,0.032,2.213
162.23,12.25,103.641,12.861,40.848,58.264,125.895,93.661,2.097,6.078,1.337,3.378,63.74,8.139,2075.794,0.023,2.22
162.31,12.25,103.635,12.868,42.654,58.261,124.567,94.577,2.081,6.186,1.332,3.431,63.899,8.133,2076.739,-0.006,2.225
162.38,12.25,103.628,12.873,43.123,58.258,123.406,94.534,2.064,6.264,1.346,3.464,64.054,8.133,2076.592,0.028,2.235
162.46,12.25,103.622,12.878,40.767,58.255,122.99,93.804,2.041,6.311,1.374,3.476,64.205,8.137,2076.611,0.068,2.235
162.54,12.25,103.615,12.882,38.557,58.252,123.609,91.96,2.008,6.327,1.391,3.468,64.349,8.142,2078.382,0.048,2.23
162.61,12.25,103.609,12.885,39.296,58.249,125.009,88.514,2.07,6.319,1.376,3.446,64.488,8.146,2081.899,0.043,2.216
162.69,12.25,103.603,12.887,42.11,58.247,126.627,84.5,2.084,6.296,1.326,3.415,64.619,8.149,2086.134,0.037,2.21
162.76,12.25,103.596,12.887,43.666,58.244,128.06,82.644,2.103,6.271,1.272,3.383,64.743,8.149,2090.154,0.013,2.213
162.84,12.25,103.59,12.886,43.371,58.241,129.234,84.116,2.114,6.256,1.24,3.354,64.861,8.147,2093.51,0.06,2.223
162.92,12.25,103.583,12.886,43.664,58.238,130.313,87.834,2.122,6.26,1.235,3.333,64.974,8.141,2095.708,0.052,2.227
162.99,12.25,103.577,12.887,46.057,58.235,131.613,90.912,2.15,6.287,1.245,3.321,65.082,8.135,2096.227,0.02,2.229
163.07,12.25,103.57,12.889,49.025,58.232,133.381,92.343,2.15,6.34,1.258,3.323,65.188,8.13,2094.636,-0.002,2.223
163.14,12.25,103.564,12.893,47.557,58.23,135.433,92.593,2.152,6.414,1.279,3.338,65.291,8.13,2090.988,0.059,2.239
163.22,12.25,103.558,12.897,42.125,58.227,137.117,92.927,2.216,6.507,1.316,3.366,65.395,8.135,2086.255,0.044,2.228
163.3,12.25,103.551,12.899,37.789,58.224,137.696,94.075,2.181,6.612,1.379,3.403,65.5,8.143,2082.217,0.058,2.214
163.37,12.25,103.545,12.899,36.78,58.221,136.954,94.454,2.21,6.723,1.481,3.443,65.608,8.15,2080.273,0.12,2.194
163.45,12.25,103.538,12.896,38.143,58.218,135.57,93.62,2.178,6.831,1.681,3.48,65.72,8.152,2080.787,0.111,2.182
163.53,12.25,103.532,12.893,40.18,58.215,134.575,92.48,2.132,6.925,2.072,3.506,65.837,8.148,2083.024,0.065,2.17
163.6,12.25,103.526,12.89,42.212,58.213,134.296,92.148,2.075,6.991,2.533,3.517,65.96,8.138,2085.247,0.02,2.166
163.68,12.25,103.519,12.891,44.1,58.21,134.238,92.357,1.943,7.021,2.619,3.509,66.089,8.126,2085.871,-0.022,2.169
163.75,12.25,103.513,12.896,44.977,58.207,133.951,93.114,2.011,7.011,2.341,3.484,66.224,8.114,2084.5,0.051,2.169
163.83,12.25,103.506,12.906,44.684,58.204,133.628,92.91,2.005,6.968,2.109,3.444,66.363,8.105,2082.156,0.022,2.157
163.91,12.25,103.5,12.919,43.023,58.201,133.994,90.663,2.152,6.903,2.012,3.397,66.505,8.098,2080.34,-0.017,2.146
163.98,12.25,103.493,12.932,40.132,58.198,135.485,87.999,2.248,6.829,1.864,3.346,66.65,8.092,2080.913,0.05,2.144
164.06,12.25,103.487,12.943,39.088,58.195,137.497,86.498,2.244,6.753,1.592,3.297,66.793,8.086,2085.079,0.114,2.14
164.14,12.25,103.48,12.952,41.148,58.193,138.838,87.413,2.273,6.677,1.349,3.248,66.933,8.078,2092.535,0.075,2.131
164.21,12.25,103.474,12.958,43.565,58.19,138.714,90.209,2.147,6.597,1.259,3.198,67.066,8.067,2101.587,0.075,2.14
164.29,12.25,103.468,12.966,43.54,58.187,137.105,92.724,2.232,6.507,1.329,3.145,67.189,8.053,2110.306,0.037,2.144
164.36,12.25,103.461,12.982,41.405,58.184,134.644,92.294,2.064,6.406,1.516,3.09,67.297,8.036,2116.609,0.039,2.16
164.44,12.25,103.455,13.01,38.812,58.181,132.244,89.338,2.074,6.295,1.723,3.035,67.388,8.019,2119.06,0.013,2.167
164.52,12.25,103.448,13.05,37.623,58.178,130.393,85.96,1.834,6.181,1.749,2.982,67.456,8.004,2118.184,0.006,2.181
164.59,12.25,103.441,13.097,37.397,58.175,128.935,83.859,1.758,6.07,1.578,2.933,67.499,7.994,2116.181,0.01,2.191
164.67,12.25,103.435,13.145,36.879,58.172,127.57,82.985,1.781,5.967,1.384,2.89,67.512,7.988,2114.801,-0.005,2.19
164.74,12.25,103.428,13.183,35.944,58.169,126.157,81.645,1.807,5.879,1.269,2.853,67.494,7.988,2114.672,0.004,2.192
164.82,12.25,103.421,13.209,35.722,58.166,124.733,80.703,1.911,5.805,1.246,2.82,67.441,7.992,2115.371,0.014,2.182
164.9,12.25,103.415,13.221,36.375,58.162,123.399,80.854,1.844,5.742,1.281,2.788,67.352,7.998,2116.188,0.046,2.186
164.97,12.25,103.408,13.227,37.657,58.159,122.096,80.055,1.901,5.679,1.328,2.757,67.226,8.005,2116.925,0.021,2.178
165.05,12.25,103.401,13.235,39.52,58.156,120.718,77.344,1.771,5.606,1.357,2.721,67.063,8.011,2117.394,0.015,2.179
165.13,12.25,103.394,13.249,40.819,58.153,119.438,75.002,1.738,5.515,1.379,2.679,66.864,8.014,2116.974,-0.021,2.175
165.2,12.25,103.388,13.268,41.899,58.15,118.617,75.779,1.705,5.408,1.4,2.632,66.63,8.016,2115.454,0.017,2.183
165.28,12.25,103.381,13.29,42.588,58.147,118.496,79.369,1.741,5.297,1.392,2.583,66.365,8.016,2113.445,0.001,2.179
165.35,12.25,103.374,13.308,42.182,58.143,119.133,82.216,1.983,5.198,1.334,2.538,66.073,8.017,2111.707,0.014,2.171
165.43,12.25,103.367,13.324,40.78,58.14,120.442,82.502,2.221,5.125,1.246,2.504,65.756,8.021,2110.748,0.01,2.165
165.51,12.25,103.36,13.342,39.934,58.137,122.217,83.56,2.45,5.087,1.165,2.482,65.421,8.03,2111.102,-0.003,2.158
165.58,12.25,103.353,13.367,40.758,58.133,124.241,88.426,2.678,5.081,1.103,2.472,65.073,8.042,2112.776,0.002,2.151
165.66,12.25,103.347,13.402,42.936,58.13,126.179,95.052,2.705,5.099,1.06,2.474,64.718,8.056,2114.989,-0.062,2.131
165.74,12.25,103.34,13.446,46.854,58.127,127.579,99.461,2.668,5.131,1.074,2.484,64.361,8.071,2117.386,-0.051,2.109
165.81,12.25,103.333,13.489,51.857,58.123,128.23,101.467,2.59,5.168,1.179,2.497,64.009,8.084,2120.252,-0.015,2.107
165.89,12.25,103.326,13.525,55.83,58.12,128.341,100.989,2.56,5.2,1.341,2.51,63.668,8.093,2123.678,-0.012,2.099
165.96,12.25,103.319,13.55,55.201,58.116,128.359,99.096,2.546,5.225,1.412,2.522,63.342,8.099,2127.194,0.044,2.095
166.04,12.25,103.311,13.565,49.234,58.113,128.653,98.408,2.523,5.241,1.319,2.529,63.038,8.102,2129.792,0.018,2.079
166.12,12.25,103.304,13.575,44.255,58.109,129.302,100.424,2.535,5.249,1.204,2.535,62.759,8.105,2130.585,0.006,2.073
166.19,12.25,103.297,13.583,43.459,58.106,130.093,104.847,2.623,5.255,1.173,2.541,62.509,8.109,2129.489,-0.011,2.073
166.27,12.25,103.29,13.59,45.105,58.102,130.86,108.943,2.692,5.266,1.23,2.552,62.29,8.115,2127.094,0.011,2.082
166.35,12.25,103.283,13.588,47.39,58.099,131.663,110.906,2.692,5.287,1.313,2.57,62.105,8.122,2124.574,0.027,2.088
166.42,12.25,103.276,13.561,50.8,58.095,132.579,109.812,2.573,5.319,1.345,2.594,61.955,8.129,2123.462,-0.002,2.1
166.5,12.25,103.269,13.494,55.742,58.092,133.494,106.729,2.316,5.358,1.287,2.62,61.84,8.135,2124.763,0.016,2.112
166.57,12.25,103.262,13.379,59.043,58.088,134.138,102.161,2.057,5.395,1.168,2.644,61.759,8.137,2128.233,0.027,2.125
166.65,12.25,103.255,13.223,56.027,58.085,134.359,97.034,1.895,5.425,1.061,2.662,61.713,8.135,2133.068,0.047,2.129
166.73,12.25,103.248,13.047,47.678,58.082,134.203,94.52,1.864,5.448,1.019,2.675,61.698,8.13,2138.398,-0.001,2.125
166.8,12.25,103.242,12.88,40.859,58.079,133.661,94.989,1.941,5.464,1.047,2.684,61.714,8.122,2142.978,-0.035,2.122
166.88,12.25,103.235,12.746,39.087,58.076,132.484,95.613,2.019,5.481,1.124,2.691,61.757,8.115,2145.816,-0.014,2.134
166.95,12.25,103.229,12.657,41.106,58.073,130.467,94.946,2.062,5.503,1.203,2.698,61.827,8.11,2146.553,-0.005,2.143
167.03,12.25,103.223,12.611,43.042,58.071,127.747,94.318,2.094,5.534,1.231,2.706,61.92,8.108,2145.468,0.018,2.145
167.11,12.25,103.216,12.593,41.376,58.068,124.637,93.892,2.081,5.575,1.192,2.718,62.035,8.109,2143.592,0.031,2.135
167.18,12.25,103.21,12.589,37.409,58.065,121.388,93.226,2.053,5.623,1.114,2.734,62.169,8.111,2142.263,0.045,2.126
167.26,12.25,103.204,12.589,34.951,58.063,118.302,92.761,2.003,5.677,1.038,2.755,62.322,8.111,2142.263,0.051,2.123
167.34,12.25,103.198,12.588,36.482,58.06,115.984,93.126,2.041,5.732,0.993,2.781,62.491,8.108,2143.348,0.088,2.142
167.41,12.25,103.192,12.586,42.82,58.058,115.16,94.654,2.054,5.783,0.989,2.807,62.675,8.102,2144.731,0.129,2.139
167.49,12.25,103.186,12.582,49.061,58.055,116.092,96.388,2.226,5.827,1,2.832,62.875,8.095,2145.42,0.031,2.14
167.56,12.25,103.18,12.579,47.673,58.053,118.289,96.325,2.317,5.862,0.99,2.853,63.089,8.086,2145.768,0.039,2.142
167.64,12.25,103.174,12.577,41.27,58.05,120.943,94.423,2.324,5.888,0.967,2.869,63.318,8.078,2148.226,0.023,2.152
167.72,12.25,103.168,12.578,38.008,58.048,123.589,92.732,2.13,5.908,0.952,2.881,63.561,8.068,2154.869,0.015,2.161
167.79,12.25,103.161,12.579,40.693,58.045,126.146,92.823,1.929,5.926,0.958,2.892,63.818,8.057,2165.999,0.001,2.175
167.87,12.25,103.155,12.581,46.008,58.043,128.386,94.714,1.761,5.95,0.965,2.904,64.09,8.044,2179.812,0.017,2.179
167.95,12.25,103.149,12.582,49.691,58.04,129.692,97.41,1.676,5.984,0.915,2.92,64.375,8.03,2192.082,0.019,2.183
168.02,12.25,103.143,12.581,49.923,58.038,129.541,99.623,1.661,6.034,0.829,2.942,64.672,8.018,2198.252,0.033,2.182
168.1,12.25,103.137,12.58,51.163,58.035,128.128,99.954,1.684,6.099,0.775,2.97,64.982,8.011,2196.811,-0.023,2.176
168.17,12.25,103.131,12.579,54.268,58.033,126.254,98.807,1.641,6.178,0.795,3.004,65.302,8.009,2189.79,-0.023,2.171
168.25,12.25,103.125,12.578,53.649,58.03,124.621,96.732,1.624,6.265,0.885,3.041,65.63,8.009,2181.164,0.033,2.171
