 DEPTH,BIT,BVOL,CAL,CNC,CVOL,DT,GR,PE,RD,RMSL,RS,SPBR,ZCOR,ZDEN,SPD,TTEN
1230.86,8.5,17.587,11.694,39.808,6.068,106.087,50.828,1.593,30.767,0.224,2.845,62.133,0.222,2.108,8.554,3129.092
1230.94,8.5,17.581,11.69,41.05,6.065,106.567,50.744,1.596,30.425,0.218,2.841,62.074,0.258,2.118,8.554,3125.832
1231.01,8.5,17.576,11.688,38.063,6.062,106.46,50.174,1.639,30.053,0.213,2.838,62.009,0.233,2.125,8.553,3118.42
1231.09,8.5,17.571,11.686,35.046,6.058,106.163,50.099,1.624,29.643,0.206,2.834,61.961,0.182,2.141,8.553,3111.002
1231.16,8.5,17.565,11.684,34.929,6.055,106.136,50.441,1.613,29.191,0.199,2.83,61.934,0.112,2.161,8.552,3107.362
1231.24,8.5,17.56,11.683,37.03,6.051,106.443,50.665,1.601,28.708,0.196,2.827,61.925,0.144,2.178,8.551,3108.875
1231.32,8.5,17.555,11.682,38.335,6.048,106.645,51.012,1.582,28.222,0.197,2.823,61.924,0.16,2.183,8.549,3114.148
1231.39,8.5,17.55,11.682,38.124,6.045,106.316,51.263,1.567,27.772,0.199,2.821,61.927,0.134,2.176,8.547,3120.022
1231.47,8.5,17.544,11.683,38.462,6.041,105.578,51.885,1.537,27.411,0.204,2.821,61.915,0.137,2.163,8.546,3124.02
1231.54,8.5,17.539,11.68,38.616,6.038,104.882,53.338,1.541,27.195,0.211,2.823,61.899,0.189,2.15,8.545,3125.73
1231.62,8.5,17.534,11.664,36.934,6.035,104.505,54.931,1.564,27.18,0.213,2.828,61.886,0.214,2.138,8.545,3126.454
1231.7,8.5,17.529,11.63,34.573,6.031,104.317,55.423,1.58,27.41,0.203,2.834,61.865,0.186,2.132,8.545,3127.359
1231.77,8.5,17.523,11.573,34.12,6.028,103.915,53.696,1.602,27.897,0.19,2.842,61.85,0.188,2.139,8.545,3127.932
1231.85,8.5,17.518,11.499,36.514,6.024,103.072,50.481,1.508,28.615,0.187,2.85,61.848,0.225,2.162,8.544,3126.199
1231.93,8.5,17.513,11.418,40.342,6.021,101.953,47.921,1.474,29.496,0.199,2.857,61.849,0.209,2.181,8.544,3120.387
1232,8.5,17.508,11.34,40.885,6.018,100.825,47.907,1.434,30.447,0.222,2.862,61.837,0.182,2.196,8.544,3110.88
1232.08,8.5,17.503,11.277,37.416,6.015,99.74,49.695,1.474,31.372,0.245,2.866,61.812,0.164,2.202,8.545,3101.388
1232.15,8.5,17.498,11.23,34.911,6.012,98.691,51.011,1.486,32.185,0.264,2.868,61.755,0.186,2.21,8.546,3097.496
1232.23,8.5,17.493,11.198,35.862,6.009,97.787,50.857,1.504,32.826,0.278,2.868,61.67,0.107,2.208,8.547,3103.5
1232.31,8.5,17.488,11.178,38.719,6.006,97.21,49.959,1.504,33.253,0.283,2.868,61.571,0.138,2.221,8.547,3118.999
1232.38,8.5,17.483,11.166,39.485,6.003,97.072,49.811,1.509,33.444,0.274,2.868,61.48,0.176,2.236,8.546,3138.022
1232.46,8.5,17.478,11.16,37.614,6,97.279,50.418,1.507,33.398,0.264,2.869,61.406,0.119,2.245,8.545,3152.322
1232.54,8.5,17.473,11.159,35.753,5.997,97.65,50.119,1.511,33.142,0.266,2.869,61.374,0.109,2.257,8.544,3155.834
1232.61,8.5,17.469,11.16,36.782,5.994,98.116,48.087,1.497,32.731,0.274,2.87,61.359,0.018,2.255,8.544,3148.33
1232.69,8.5,17.464,11.161,39.942,5.991,98.702,45.643,1.485,32.247,0.272,2.872,61.341,0.087,2.256,8.544,3135.936
1232.76,8.5,17.459,11.161,40.613,5.988,99.34,44.667,1.46,31.775,0.256,2.874,61.301,0.138,2.242,8.545,3127.555
1232.84,8.5,17.454,11.163,38.891,5.985,99.866,46.05,1.475,31.384,0.239,2.876,61.242,0.141,2.224,8.546,3129.08
1232.92,8.5,17.449,11.164,37.425,5.982,100.179,48.435,1.427,31.115,0.233,2.878,61.166,0.157,2.215,8.546,3139.577
1232.99,8.5,17.445,11.164,37.832,5.979,100.308,49.873,1.384,30.985,0.238,2.881,61.079,0.147,2.212,8.546,3152.215
1233.07,8.5,17.44,11.156,39.398,5.977,100.352,50.171,1.261,31.005,0.243,2.884,60.985,0.176,2.214,8.545,3158.633
1233.15,8.5,17.435,11.136,40.743,5.974,100.344,50.063,1.359,31.181,0.245,2.887,60.896,0.153,2.198,8.544,3153.79
1233.22,8.5,17.43,11.101,41.421,5.971,100.216,49.985,1.349,31.515,0.244,2.89,60.833,0.105,2.18,8.544,3139.426
1233.3,8.5,17.425,11.056,40.588,5.968,99.91,50.155,1.429,31.991,0.242,2.892,60.811,0.09,2.164,8.545,3123.238
1233.37,8.5,17.421,11.004,38.33,5.965,99.481,50.453,1.386,32.573,0.232,2.894,60.839,0.162,2.156,8.547,3114.415
1233.45,8.5,17.416,10.955,35.252,5.962,99.052,50.34,1.581,33.202,0.216,2.894,60.912,0.19,2.143,8.549,3118.168
1233.53,8.5,17.411,10.914,33.408,5.959,98.692,49.833,1.571,33.8,0.203,2.892,61,0.22,2.138,8.55,3132.29
1233.6,8.5,17.407,10.882,33.297,5.957,98.38,48.789,1.737,34.274,0.204,2.889,61.072,0.203,2.137,8.551,3148.802
1233.68,8.5,17.402,10.86,34.742,5.954,98.079,46.978,1.61,34.538,0.222,2.885,61.12,0.202,2.161,8.551,3158.49
1233.75,8.5,17.397,10.844,36.905,5.951,97.829,45.365,1.585,34.521,0.252,2.879,61.146,0.169,2.179,8.55,3156.061
1233.83,8.5,17.393,10.833,37.465,5.949,97.749,44.61,1.496,34.191,0.282,2.871,61.178,0.145,2.194,8.55,3143.227
1233.91,8.5,17.388,10.827,35.51,5.946,97.912,44.891,1.471,33.553,0.299,2.864,61.256,0.062,2.182,8.551,3127.782
1233.98,8.5,17.384,10.823,32.098,5.943,98.234,45.91,1.463,32.657,0.301,2.855,61.416,0.059,2.191,8.552,3119.26
1234.06,8.5,17.379,10.82,29.084,5.941,98.517,46.605,1.483,31.591,0.298,2.846,61.642,0.067,2.201,8.552,3123.392
1234.14,8.5,17.375,10.818,28.329,5.938,98.598,46.523,1.493,30.467,0.297,2.836,61.877,0.034,2.214,8.552,3138.428
1234.21,8.5,17.37,10.817,30.112,5.935,98.494,45.935,1.491,29.396,0.304,2.826,62.071,0.061,2.213,8.551,3155.962
1234.29,8.5,17.366,10.817,32.161,5.933,98.374,46.021,1.484,28.464,0.319,2.816,62.172,0.074,2.209,8.55,3165.823
1234.36,8.5,17.361,10.818,31.146,5.93,98.378,47.868,1.498,27.718,0.318,2.807,62.177,0.084,2.205,8.549,3161.244
1234.44,8.5,17.357,10.82,28.425,5.927,98.472,50.99,1.507,27.161,0.297,2.798,62.133,0.062,2.217,8.548,3142.036
1234.52,8.5,17.352,10.822,26.822,5.925,98.524,52.978,1.527,26.754,0.28,2.789,62.113,0.065,2.216,8.549,3114.793
1234.59,8.5,17.348,10.822,27.059,5.922,98.5,52.713,1.523,26.421,0.28,2.78,62.168,0.029,2.216,8.551,3089.805
1234.67,8.5,17.343,10.822,28.953,5.92,98.529,51.421,1.532,26.076,0.293,2.771,62.294,0.058,2.207,8.552,3075.569
1234.75,8.5,17.339,10.821,31.393,5.917,98.766,50.024,1.577,25.644,0.298,2.761,62.454,0.009,2.191,8.553,3075.217
1234.82,8.5,17.334,10.824,34.543,5.914,99.19,48.73,1.537,25.092,0.277,2.75,62.594,0.054,2.189,8.553,3086.013
1234.9,8.5,17.33,10.83,37.814,5.912,99.585,47.547,1.508,24.438,0.24,2.738,62.667,0.074,2.184,8.551,3101.341
1234.97,8.5,17.325,10.838,39.79,5.909,99.745,46.326,1.457,23.748,0.211,2.726,62.655,0.112,2.188,8.548,3114.014
1235.05,8.5,17.321,10.845,39.076,5.906,99.671,44.904,1.4,23.119,0.199,2.717,62.569,0.049,2.186,8.545,3119.478
1235.13,8.5,17.316,10.848,36.428,5.904,99.586,43.377,1.376,22.654,0.201,2.711,62.465,0.083,2.187,8.543,3116.92
1235.2,8.5,17.311,10.845,34.53,5.901,99.765,42.01,1.375,22.425,0.217,2.708,62.396,0.089,2.194,8.542,3108.981
1235.28,8.5,17.307,10.837,32.395,5.899,100.307,41.852,1.434,22.444,0.243,2.707,62.361,0.091,2.204,8.541,3099.953
1235.35,8.5,17.302,10.825,29.883,5.896,101.057,42.802,1.514,22.662,0.27,2.708,62.346,0.101,2.217,8.542,3093.92
1235.43,8.5,17.298,10.814,28.298,5.893,101.756,43.026,1.271,22.994,0.284,2.708,62.339,0.126,2.22,8.542,3093.75
1235.51,8.5,17.293,10.806,28.291,5.891,102.241,41.871,1.335,23.349,0.289,2.707,62.322,0.058,2.213,8.543,3100.59
1235.58,8.5,17.289,10.802,29.185,5.888,102.519,40.647,1.306,23.65,0.293,2.705,62.284,0.077,2.205,8.544,3113.426
1235.66,8.5,17.284,10.803,30.103,5.885,102.665,40.586,1.362,23.849,0.302,2.702,62.232,0.054,2.194,8.544,3128.779
1235.74,8.5,17.28,10.807,30.434,5.883,102.658,41.381,1.302,23.916,0.317,2.699,62.181,0.041,2.189,8.544,3141.435
1235.81,8.5,17.275,10.81,30.747,5.88,102.368,42.067,1.372,23.854,0.321,2.696,62.153,0.024,2.183,8.543,3146.525
1235.89,8.5,17.271,10.811,32.064,5.877,101.738,41.908,1.404,23.696,0.316,2.694,62.142,0.075,2.182,8.543,3141.701
1235.96,8.5,17.266,10.808,34.245,5.875,100.934,41.354,1.42,23.502,0.312,2.693,62.136,0.105,2.184,8.543,3128.326
1236.04,8.5,17.262,10.802,35.61,5.872,100.253,41.285,1.409,23.343,0.309,2.694,62.141,0.082,2.182,8.543,3110.89
1236.12,8.5,17.257,10.796,35.922,5.87,99.889,41.845,1.437,23.283,0.299,2.695,62.157,0.055,2.191,8.544,3095.115
1236.19,8.5,17.253,10.792,36.07,5.867,99.802,43.088,1.509,23.345,0.285,2.696,62.171,-0.002,2.194,8.545,3085.405
1236.27,8.5,17.248,10.79,35.804,5.864,99.821,44.501,1.579,23.497,0.278,2.696,62.164,0.091,2.21,8.546,3083.031
1236.35,8.5,17.244,10.79,35.565,5.862,99.85,45.449,1.459,23.66,0.277,2.694,62.146,0.078,2.215,8.547,3086.471
1236.42,8.5,17.239,10.79,34.422,5.859,99.93,46.478,1.397,23.734,0.275,2.688,62.136,0.055,2.222,8.548,3093.211
1236.5,8.5,17.235,10.786,32.52,5.857,100.095,47.934,1.484,23.637,0.265,2.679,62.153,0.111,2.217,8.548,3101.48
1236.57,8.5,17.23,10.779,30.648,5.854,100.261,48.525,1.621,23.333,0.251,2.669,62.22,0.105,2.203,8.549,3110.544
1236.65,8.5,17.226,10.769,29.491,5.851,100.315,46.821,1.497,22.837,0.246,2.657,62.321,0.057,2.186,8.548,3119.978
1236.73,8.5,17.221,10.759,28.234,5.849,100.271,43.624,1.391,22.202,0.253,2.646,62.416,0.109,2.176,8.548,3128.537
1236.8,8.5,17.217,10.751,26.454,5.846,100.249,40.578,1.37,21.51,0.268,2.636,62.478,0.118,2.168,8.547,3133.943
1236.88,8.5,17.212,10.748,25.393,5.844,100.296,39.069,1.37,20.85,0.277,2.63,62.487,0.112,2.165,8.546,3133.747
1236.96,8.5,17.208,10.749,26.077,5.841,100.303,39.386,1.404,20.305,0.272,2.627,62.466,0.094,2.173,8.546,3126.619
1237.03,8.5,17.203,10.752,28.796,5.839,100.122,40.912,1.436,19.937,0.261,2.627,62.44,0.103,2.191,8.547,3113.697
1237.11,8.5,17.199,10.756,31.629,5.836,99.777,42.735,1.478,19.787,0.253,2.629,62.443,0.069,2.202,8.548,3099.171
1237.18,8.5,17.194,10.759,33.024,5.833,99.478,43.836,1.41,19.86,0.249,2.634,62.509,0.041,2.211,8.55,3088.689
1237.26,8.5,17.19,10.758,33.025,5.831,99.398,43.863,1.34,20.132,0.25,2.64,62.663,0.08,2.21,8.551,3086.501
1237.34,8.5,17.186,10.752,31.867,5.828,99.506,43.228,1.384,20.548,0.254,2.647,62.905,0.093,2.209,8.551,3093.342
1237.41,8.5,17.181,10.74,29.607,5.826,99.641,42.821,1.416,21.039,0.262,2.655,63.185,0.059,2.202,8.55,3105.881
1237.49,8.5,17.177,10.723,27.215,5.823,99.724,42.633,1.421,21.534,0.274,2.662,63.452,0.048,2.195,8.55,3118.104
1237.56,8.5,17.172,10.702,26.144,5.82,99.816,42.007,1.447,21.98,0.284,2.669,63.668,0.041,2.184,8.549,3124.53
1237.64,8.5,17.168,10.682,26.558,5.818,100.009,41.694,1.466,22.351,0.282,2.675,63.788,0.086,2.176,8.549,3122.95
1237.72,8.5,17.163,10.667,27.554,5.815,100.295,42.192,1.497,22.644,0.263,2.682,63.807,0.054,2.172,8.55,3115.165
1237.79,8.5,17.159,10.657,27.81,5.813,100.569,42.712,1.505,22.871,0.237,2.688,63.755,0.039,2.172,8.551,3106.234
1237.87,8.5,17.154,10.656,27.889,5.81,100.744,41.881,1.618,23.052,0.214,2.694,63.671,0.043,2.173,8.553,3101.93
1237.95,8.5,17.15,10.661,28.991,5.808,100.814,40.099,1.866,23.204,0.205,2.7,63.588,0.014,2.176,8.554,3105.565
1238.02,8.5,17.146,10.673,31.121,5.805,100.826,39.664,2.01,23.34,0.211,2.705,63.528,0.034,2.184,8.555,3117.017
1238.1,8.5,17.141,10.689,33.849,5.803,100.811,40.863,1.931,23.462,0.229,2.709,63.477,0.054,2.188,8.556,3133.34
1238.17,8.5,17.137,10.709,36.819,5.8,100.764,41.518,1.76,23.567,0.251,2.713,63.414,0.021,2.189,8.556,3149.812
1238.25,8.5,17.133,10.731,37.814,5.798,100.648,40.19,1.467,23.651,0.265,2.716,63.349,0.073,2.192,8.555,3161.432
1238.33,8.5,17.128,10.751,36.467,5.795,100.426,38.715,1.219,23.721,0.27,2.719,63.297,0.078,2.197,8.554,3164.796
1238.4,8.5,17.124,10.768,33.737,5.793,100.09,39.146,1.092,23.794,0.269,2.722,63.262,0.097,2.205,8.552,3158.931
1238.48,8.5,17.119,10.781,30.933,5.79,99.696,41.07,1.156,23.894,0.269,2.725,63.28,0.048,2.206,8.551,3145.802
1238.56,8.5,17.115,10.789,29.265,5.788,99.325,42.652,1.283,24.035,0.27,2.729,63.37,0.093,2.208,8.551,3130.223
1238.63,8.5,17.11,10.793,27.98,5.785,99.03,43.13,1.492,24.216,0.273,2.732,63.497,0.074,2.205,8.551,3118.455
1238.71,8.5,17.106,10.793,27.05,5.782,98.81,43.273,1.477,24.416,0.275,2.733,63.62,0.024,2.208,8.551,3115.417
1238.78,8.5,17.101,10.792,26.791,5.78,98.639,43.922,1.434,24.607,0.276,2.734,63.729,0.077,2.211,8.551,3122.247
1238.86,8.5,17.097,10.793,27.523,5.777,98.51,44.166,1.375,24.751,0.277,2.733,63.817,0.06,2.212,8.55,3135.215
1238.94,8.5,17.092,10.797,29.026,5.775,98.459,42.909,1.377,24.808,0.284,2.73,63.888,0.062,2.213,8.549,3147.912
1239.01,8.5,17.088,10.803,31.406,5.772,98.505,41.632,1.431,24.748,0.303,2.725,63.957,0.064,2.209,8.548,3154.872
1239.09,8.5,17.083,10.812,33.682,5.769,98.596,41.719,1.438,24.561,0.327,2.719,64.008,0.12,2.215,8.547,3154.401
1239.16,8.5,17.079,10.819,34.754,5.767,98.642,42.917,1.446,24.262,0.344,2.713,64.014,0.073,2.207,8.547,3148.751
1239.24,8.5,17.074,10.824,34.379,5.764,98.6,43.947,1.43,23.887,0.349,2.707,63.977,0.041,2.207,8.547,3142.028
1239.32,8.5,17.07,10.825,32.484,5.762,98.503,44.439,1.411,23.477,0.351,2.7,63.915,0.05,2.21,8.548,3137.025
1239.39,8.5,17.065,10.824,30.813,5.759,98.424,44.797,1.387,23.05,0.358,2.693,63.857,0.063,2.21,8.548,3133.512
1239.47,8.5,17.061,10.822,29.553,5.756,98.415,45.304,1.426,22.586,0.367,2.684,63.853,0.056,2.208,8.548,3129.063
1239.55,8.5,17.056,10.819,28.712,5.754,98.476,45.809,1.452,22.036,0.373,2.673,63.926,0.082,2.212,8.548,3121.945
1239.62,8.5,17.052,10.818,28.116,5.751,98.573,45.028,1.458,21.356,0.376,2.66,64.047,0.055,2.214,8.548,3113.467
1239.7,8.5,17.047,10.818,28.158,5.748,98.671,43.697,1.473,20.536,0.382,2.646,64.175,0.06,2.21,8.548,3107.509
1239.77,8.5,17.043,10.82,29.201,5.746,98.758,43.434,1.505,19.626,0.396,2.633,64.282,0.068,2.193,8.548,3107.558
1239.85,8.5,17.038,10.822,31.399,5.743,98.847,44.092,1.572,18.717,0.41,2.621,64.354,0.081,2.186,8.548,3113.807
1239.93,8.5,17.034,10.823,34.118,5.741,98.93,44.712,1.516,17.911,0.411,2.613,64.38,0.097,2.185,8.547,3122.696
1240,8.5,17.029,10.821,35.335,5.738,98.938,44.853,1.554,17.297,0.399,2.609,64.375,0.105,2.187,8.547,3129.094
1240.08,8.5,17.024,10.818,34.496,5.735,98.782,44.887,1.538,16.941,0.386,2.612,64.35,0.139,2.188,8.547,3129.419
1240.16,8.5,17.02,10.811,32.934,5.733,98.432,44.874,1.563,16.885,0.385,2.621,64.325,0.119,2.194,8.547,3124.027
1240.23,8.5,17.015,10.802,32.076,5.73,97.971,44.814,1.572,17.145,0.396,2.635,64.311,0.096,2.211,8.548,3116.915
1240.31,8.5,17.011,10.792,32.326,5.727,97.549,44.16,1.615,17.713,0.406,2.655,64.323,0.042,2.219,8.549,3113.328
1240.38,8.5,17.006,10.783,32.371,5.725,97.267,43.43,1.659,18.563,0.408,2.678,64.35,0.097,2.224,8.549,3116.424
1240.46,8.5,17.002,10.778,31.028,5.722,97.14,43.463,1.743,19.658,0.405,2.704,64.378,0.027,2.219,8.548,3124.806
1240.54,8.5,16.997,10.777,28.787,5.72,97.177,43.821,1.692,20.955,0.407,2.736,64.377,0.046,2.224,8.546,3133.373
1240.61,8.5,16.993,10.783,26.468,5.717,97.421,43.977,1.681,22.398,0.416,2.777,64.35,0.038,2.225,8.544,3136.638
1240.69,8.5,16.988,10.791,25.712,5.714,97.9,43.86,1.778,23.903,0.424,2.827,64.306,0.098,2.226,8.544,3131.931
1240.77,8.5,16.984,10.8,27.016,5.712,98.529,43.857,1.731,25.365,0.42,2.884,64.262,0.068,2.22,8.544,3121.144
1240.84,8.5,16.979,10.806,29.495,5.709,99.119,44.032,1.791,26.682,0.405,2.945,64.235,0.018,2.213,8.546,3109.331
1240.92,8.5,16.975,10.808,32.096,5.707,99.517,44.864,1.538,27.785,0.391,3.004,64.247,0.005,2.214,8.548,3101.972
1240.99,8.5,16.97,10.808,33.464,5.704,99.709,45.897,1.582,28.671,0.386,3.06,64.297,0.019,2.215,8.55,3101.967
1241.07,8.5,16.966,10.807,34.505,5.701,99.765,46.722,1.588,29.406,0.388,3.118,64.382,0.057,2.216,8.552,3108.433
1241.15,8.5,16.961,10.808,36.012,5.699,99.717,47.02,1.627,30.089,0.382,3.184,64.473,0.102,2.22,8.553,3117.778
1241.22,8.5,16.957,10.81,36.652,5.696,99.52,45.479,1.627,30.798,0.365,3.265,64.53,0.07,2.218,8.554,3126.272
1241.3,8.5,16.952,10.813,35.218,5.693,99.136,42.803,1.627,31.557,0.354,3.364,64.516,0.029,2.206,8.553,3132.475
1241.37,8.5,16.948,10.814,31.938,5.691,98.589,40.809,1.55,32.321,0.361,3.473,64.418,0.057,2.207,8.553,3137.39
1241.45,8.5,16.943,10.814,29.138,5.688,97.974,40.52,1.486,33.005,0.382,3.582,64.236,0.084,2.216,8.553,3142.801
1241.53,8.5,16.939,10.813,27.649,5.686,97.411,41.096,1.438,33.518,0.397,3.677,64.002,0.107,2.225,8.552,3149.684
1241.6,8.5,16.934,10.812,28.061,5.683,97.002,41.654,1.564,33.787,0.392,3.747,63.764,0.093,2.229,8.551,3157.219
1241.68,8.5,16.93,10.813,29.498,5.68,96.784,41.867,1.693,33.761,0.382,3.787,63.557,0.043,2.228,8.551,3163.05
1241.76,8.5,16.925,10.816,29.816,5.678,96.713,42.085,1.632,33.408,0.38,3.793,63.392,0.01,2.229,8.551,3164.586
1241.83,8.5,16.921,10.821,29.347,5.675,96.677,42.95,1.613,32.729,0.385,3.77,63.275,0.068,2.232,8.55,3160.366
1241.91,8.5,16.916,10.823,29.164,5.672,96.567,44,1.632,31.767,0.397,3.724,63.195,0.057,2.24,8.551,3151.298
1241.98,8.5,16.912,10.817,29.856,5.67,96.376,45.693,1.727,30.618,0.414,3.667,63.143,0.078,2.245,8.551,3140.495
1242.06,8.5,16.907,10.792,30.537,5.667,96.21,47.701,1.661,29.411,0.43,3.609,63.101,0.127,2.254,8.551,3131.648
1242.14,8.5,16.903,10.741,30.225,5.665,96.149,49.344,1.645,28.28,0.437,3.564,63.05,0.158,2.243,8.552,3126.863
1242.21,8.5,16.898,10.662,29.246,5.662,96.124,50.182,1.574,27.337,0.431,3.538,62.978,0.153,2.226,8.552,3125.663
1242.29,8.5,16.894,10.561,28.953,5.659,95.958,50.304,1.541,26.651,0.415,3.537,62.898,0.154,2.226,8.552,3125.614
1242.37,8.5,16.889,10.451,29.477,5.657,95.585,49.708,1.424,26.229,0.402,3.556,62.839,0.13,2.242,8.552,3124.146
1242.44,8.5,16.885,10.35,29.915,5.655,95.19,48.464,1.474,26.014,0.403,3.584,62.82,0.08,2.257,8.552,3120.18
1242.52,8.5,16.881,10.271,30.379,5.652,95.069,47.178,1.501,25.892,0.418,3.605,62.822,0.087,2.266,8.552,3114.678
1242.59,8.5,16.877,10.221,30.866,5.65,95.33,45.802,1.505,25.7,0.444,3.597,62.806,0.071,2.268,8.552,3110.007
1242.67,8.5,16.873,10.196,30.152,5.648,95.784,44.685,1.489,25.254,0.463,3.543,62.745,0.086,2.271,8.551,3108.653
1242.75,8.5,16.869,10.187,27.306,5.646,96.171,43.513,1.492,24.401,0.47,3.433,62.638,0.054,2.263,8.55,3111.541
1242.82,8.5,16.865,10.18,24.234,5.644,96.427,42.94,1.5,23.075,0.474,3.271,62.503,0.043,2.243,8.549,3117.384
1242.9,8.5,16.861,10.168,22.596,5.641,96.686,43.486,1.518,21.33,0.476,3.076,62.377,0.053,2.224,8.548,3123.754
1242.97,8.5,16.857,10.148,22.39,5.639,97.032,44.212,1.522,19.326,0.456,2.873,62.29,0.09,2.204,8.547,3128.618
1243.05,8.5,16.853,10.121,23.073,5.637,97.338,43.318,1.523,17.274,0.406,2.688,62.241,0.086,2.205,8.547,3131.302
1243.13,8.5,16.849,10.096,24.062,5.635,97.398,40.776,1.514,15.372,0.359,2.54,62.222,0.102,2.205,8.546,3132.737
1243.2,8.5,16.845,10.081,25.301,5.633,97.172,39.188,1.563,13.755,0.338,2.434,62.21,0.056,2.21,8.546,3134.774
1243.28,8.5,16.841,10.08,26.759,5.631,96.826,39.599,1.601,12.484,0.347,2.365,62.182,0.034,2.214,8.546,3138.665
1243.36,8.5,16.837,10.095,27.568,5.629,96.538,40.987,1.733,11.56,0.376,2.325,62.148,0.036,2.217,8.546,3143.866
1243.43,8.5,16.833,10.119,26.897,5.627,96.329,41.464,1.616,10.943,0.403,2.303,62.105,0.036,2.217,8.546,3147.604
1243.51,8.5,16.829,10.144,25.923,5.625,96.125,40.642,1.717,10.582,0.412,2.291,62.032,0.008,2.212,8.545,3146.212
1243.58,8.5,16.825,10.162,26.349,5.623,95.914,39.808,1.664,10.425,0.407,2.288,61.918,0.063,2.213,8.545,3137.353
1243.66,8.5,16.821,10.172,28.322,5.621,95.786,39.669,1.702,10.42,0.4,2.292,61.772,0.056,2.21,8.545,3121.903
1243.74,8.5,16.817,10.174,30.479,5.619,95.814,40.523,1.576,10.522,0.394,2.304,61.622,0.073,2.213,8.545,3104.14
1243.81,8.5,16.813,10.173,31.62,5.617,95.97,41.844,1.602,10.691,0.382,2.322,61.505,0.014,2.207,8.546,3090.307
1243.89,8.5,16.809,10.173,31.775,5.614,96.158,43.025,1.57,10.901,0.362,2.344,61.455,0.064,2.203,8.547,3085.997
1243.97,8.5,16.805,10.176,32.153,5.612,96.306,44.124,1.489,11.14,0.346,2.37,61.492,0.027,2.198,8.548,3093.502
1244.04,8.5,16.801,10.18,33.196,5.61,96.403,45.265,1.495,11.413,0.346,2.398,61.585,0.047,2.194,8.548,3110.607
1244.12,8.5,16.797,10.183,32.645,5.608,96.478,46.564,1.497,11.744,0.366,2.427,61.679,0.024,2.191,8.547,3131.961
1244.19,8.5,16.793,10.184,29.506,5.606,96.556,47.182,1.52,12.166,0.394,2.459,61.716,0.08,2.194,8.546,3151.192
1244.27,8.5,16.789,10.183,25.811,5.604,96.638,46.52,1.589,12.71,0.409,2.495,61.675,0.083,2.193,8.545,3163.618
1244.35,8.5,16.785,10.181,23.732,5.602,96.726,45.095,1.779,13.394,0.402,2.537,61.584,0.026,2.182,8.544,3167.542
1244.42,8.5,16.781,10.179,23.769,5.6,96.829,43.74,1.624,14.216,0.39,2.587,61.489,0.1,2.182,8.544,3164.473
1244.5,8.5,16.777,10.179,25.316,5.598,96.957,43.023,1.534,15.161,0.389,2.644,61.421,0.073,2.181,8.545,3158.188
1244.58,8.5,16.773,10.181,27.444,5.595,97.106,41.833,1.455,16.21,0.394,2.707,61.384,0.055,2.182,8.546,3152.472
1244.65,8.5,16.769,10.184,28.579,5.593,97.249,39.704,1.529,17.356,0.396,2.775,61.368,0.054,2.188,8.547,3149.08
1244.73,8.5,16.765,10.188,28.649,5.591,97.347,37.499,1.539,18.61,0.396,2.851,61.352,0.038,2.19,8.547,3147.186
1244.8,8.5,16.761,10.192,28.695,5.589,97.38,36.976,1.546,19.997,0.403,2.935,61.331,0.043,2.2,8.548,3144.709
1244.88,8.5,16.757,10.195,28.761,5.587,97.375,39.096,1.492,21.548,0.416,3.033,61.31,0.042,2.206,8.549,3140.248
1244.96,8.5,16.753,10.197,28.255,5.585,97.376,42.092,1.456,23.279,0.429,3.149,61.311,0.061,2.206,8.55,3134.521
1245.03,8.5,16.749,10.197,27.279,5.583,97.397,44.038,1.466,25.176,0.43,3.283,61.329,0.072,2.212,8.551,3130.528
1245.11,8.5,16.745,10.195,26.832,5.581,97.405,44.553,1.49,27.179,0.421,3.436,61.36,0.054,2.209,8.551,3132.012
1245.18,8.5,16.741,10.191,27.662,5.579,97.364,44.628,1.474,29.192,0.411,3.599,61.389,0.051,2.206,8.551,3141.055
1245.26,8.5,16.737,10.187,30.09,5.576,97.275,44.829,1.459,31.104,0.407,3.762,61.401,0.059,2.206,8.551,3156.41
1245.34,8.5,16.733,10.184,33.134,5.574,97.175,44.838,1.44,32.826,0.412,3.917,61.411,0.059,2.212,8.55,3173.315
1245.41,8.5,16.729,10.183,33.98,5.572,97.075,44.438,1.433,34.316,0.42,4.057,61.433,0.085,2.216,8.548,3186.057
1245.49,8.5,16.725,10.186,32.184,5.57,96.936,43.783,1.46,35.587,0.419,4.182,61.46,0.026,2.224,8.547,3190.834
1245.57,8.5,16.721,10.19,30.182,5.568,96.725,43.58,1.494,36.7,0.411,4.299,61.48,0.097,2.229,8.546,3187.403
1245.64,8.5,16.717,10.194,29.882,5.566,96.475,43.406,1.535,37.732,0.411,4.416,61.461,0.052,2.233,8.546,3178.346
1245.72,8.5,16.713,10.198,30.879,5.564,96.251,42.459,1.496,38.745,0.424,4.541,61.377,0.076,2.235,8.547,3167.342
1245.79,8.5,16.709,10.199,30.878,5.562,96.075,41.601,1.469,39.77,0.438,4.674,61.222,0.095,2.241,8.548,3157.053
1245.87,8.5,16.705,10.198,28.425,5.559,95.909,41.89,1.585,40.808,0.439,4.808,61.001,0.05,2.241,8.55,3148.267
1245.95,8.5,16.701,10.197,25.76,5.557,95.727,42.934,1.496,41.847,0.43,4.932,60.735,0.068,2.247,8.551,3140.508
