 DEPTH,BIT,BVOL,CAL,CNC,CVOL,DT,GR,PE,RD,RMSL,RS,SPBR,ZCOR,ZDEN,SPD,TTEN
1464.26,8.5,8.187,8.656,60.625,2.464,101.352,83.159,4.472,6.694,4.022,6.081,10.279,0.078,2.47,8.533,3433.794
1464.34,8.5,8.184,8.652,57.395,2.463,99.69,83.342,4.561,7.085,4.26,6.423,10.251,0.07,2.492,8.533,3441.168
1464.41,8.5,8.181,8.649,51.558,2.462,97.973,84.648,3.6,7.491,4.348,6.788,11.066,0.031,2.513,8.534,3441.962
1464.49,8.5,8.178,8.648,44.538,2.461,96.297,86.853,3.01,7.86,4.438,7.133,11.858,0.021,2.524,8.535,3435.982
1464.56,8.5,8.175,8.649,38.268,2.46,94.944,89.582,3.163,8.142,4.597,7.413,12.564,0.07,2.519,8.536,3426.063
1464.64,8.5,8.172,8.652,34.029,2.459,94.225,92.07,3.539,8.31,4.721,7.598,13.165,0.055,2.504,8.537,3416.888
1464.72,8.5,8.169,8.656,33.109,2.458,94.241,94.099,3.739,8.376,4.542,7.689,13.706,0.156,2.492,8.538,3412.877
1464.79,8.5,8.167,8.661,34.943,2.457,94.861,95.815,3.48,8.375,3.835,7.714,14.271,0.113,2.483,8.539,3415.945
1464.87,8.5,8.164,8.666,38.555,2.456,95.896,98.591,2.94,8.354,2.928,7.707,14.922,0.082,2.488,8.539,3424.111
1464.95,8.5,8.161,8.671,41.611,2.455,97.206,102.963,2.512,8.352,2.262,7.701,15.654,0.022,2.471,8.539,3432.253
1465.02,8.5,8.158,8.674,43.039,2.454,98.603,107.136,2.173,8.414,1.953,7.729,16.399,0.114,2.456,8.538,3434.7
1465.1,8.5,8.155,8.675,44.073,2.453,99.705,109.805,1.978,8.592,1.981,7.833,17.078,0.065,2.418,8.537,3428.401
1465.17,8.5,8.152,8.673,44.922,2.452,100.039,110.888,1.813,8.948,2.352,8.057,17.642,0.083,2.395,8.537,3414.545
1465.25,8.5,8.149,8.669,44.254,2.451,99.403,109.61,1.677,9.517,3.019,8.425,18.087,0.068,2.378,8.537,3398.185
1465.33,8.5,8.146,8.662,40.358,2.45,98.127,104.809,1.762,10.277,3.521,8.918,18.444,0.095,2.37,8.538,3386.006
1465.4,8.5,8.143,8.655,35.048,2.449,96.913,96.712,1.578,11.153,3.248,9.471,18.746,0.072,2.376,8.538,3382.987
1465.48,8.5,8.14,8.647,31.031,2.448,96.304,86.623,1.472,12.046,2.521,9.997,19.015,0.102,2.372,8.539,3390.007
1465.56,8.5,8.138,8.64,29.098,2.447,96.289,77.292,1.373,12.9,1.92,10.442,19.264,0.103,2.365,8.54,3403.516
1465.63,8.5,8.135,8.635,28.407,2.446,96.549,70.432,1.408,13.786,1.613,10.842,19.492,0.097,2.339,8.54,3417.173
1465.71,8.5,8.132,8.633,27.701,2.445,97.024,64.435,1.467,14.9,1.593,11.335,19.69,0.068,2.32,8.54,3424.47
1465.78,8.5,8.129,8.633,26.979,2.444,98.043,58.215,1.593,16.425,1.771,12.087,19.856,0.06,2.288,8.54,3421.815
1465.86,8.5,8.126,8.634,26.575,2.443,99.779,53.414,1.674,18.373,1.809,13.179,19.979,0.036,2.266,8.54,3410.119
1465.94,8.5,8.123,8.635,26.268,2.442,101.751,51.421,1.666,20.548,1.427,14.569,20.032,0.089,2.258,8.54,3393.951
1466.01,8.5,8.12,8.634,26.194,2.441,103.082,51.815,1.732,22.634,1.035,16.122,19.985,0.114,2.241,8.54,3379.454
1466.09,8.5,8.117,8.63,26.551,2.44,103.315,52.798,1.796,24.355,0.847,17.687,19.841,0.042,2.228,8.54,3371.481
1466.16,8.5,8.115,8.624,27.273,2.439,102.847,52.421,1.943,25.59,0.801,19.148,19.628,0.044,2.219,8.539,3371.167
1466.24,8.5,8.112,8.619,28.655,2.438,102.431,51.044,1.778,26.377,0.801,20.42,19.379,0.106,2.228,8.538,3375.77
1466.32,8.5,8.109,8.615,30.586,2.437,102.38,49.638,1.721,26.809,0.766,21.413,19.101,0.18,2.234,8.536,3380.22
1466.39,8.5,8.106,8.614,31.67,2.436,102.435,48.467,1.718,26.915,0.714,21.998,18.767,0.154,2.24,8.535,3379.767
1466.47,8.5,8.103,8.615,30.616,2.435,102.241,48.302,1.669,26.605,0.701,22.019,18.336,0.11,2.256,8.535,3372.671
1466.55,8.5,8.1,8.618,28.457,2.434,101.727,49.448,1.6,25.744,0.752,21.369,17.769,0.108,2.279,8.535,3360.973
1466.62,8.5,8.097,8.623,26.679,2.433,101.05,51.761,1.454,24.303,0.836,20.089,17.045,0.111,2.295,8.535,3349.693
1466.7,8.5,8.094,8.63,26.788,2.432,100.369,54.452,1.609,22.426,0.881,18.384,16.187,0.141,2.304,8.536,3344.566
1466.77,8.5,8.092,8.638,29.081,2.431,99.79,59.532,1.715,20.361,0.893,16.535,15.242,0.149,2.313,8.536,3349.667
1466.85,8.5,8.089,8.649,32.097,2.43,99.473,70.496,2.061,18.351,0.817,14.788,14.295,0.133,2.327,8.536,3365.372
1466.93,8.5,8.086,8.658,34.086,2.429,99.598,87.993,2.222,16.553,0.607,13.29,13.42,0.123,2.343,8.536,3387.455
1467,8.5,8.083,8.664,34.07,2.428,100.174,109.183,2.21,15.022,0.435,12.079,12.634,0.131,2.359,8.535,3408.435
1467.08,8.5,8.08,8.665,33.754,2.427,101.018,127.64,2.113,13.744,0.37,11.129,11.926,0.063,2.37,8.533,3421.229
1467.16,8.5,8.077,8.664,34.479,2.426,101.982,138.69,2.008,12.676,0.409,10.388,11.296,0.041,2.38,8.532,3422.343
1467.23,8.5,8.074,8.662,36.656,2.425,103.064,140.711,2.02,11.776,0.609,9.806,10.769,0.091,2.392,8.532,3412.922
1467.31,8.5,8.071,8.661,40.138,2.424,104.28,135.601,2.488,11.013,1.221,9.343,10.36,0.071,2.39,8.532,3397.91
1467.38,8.5,8.068,8.66,43.634,2.423,105.506,125.923,2.823,10.362,2.49,8.963,10.072,0.136,2.389,8.533,3384.107
1467.46,8.5,8.066,8.659,46.692,2.422,106.487,115.162,3.12,9.804,3.107,8.635,9.861,0.097,2.382,8.534,3376.627
1467.54,8.5,8.063,8.657,47.953,2.421,107.019,107.202,3.179,9.337,3.299,8.347,9.644,0.038,2.383,8.535,3376.655
1467.61,8.5,8.06,8.655,47.925,2.42,107.114,102.279,3.284,8.962,3.741,8.1,9.375,0.06,2.383,8.536,3381.639
1467.69,8.5,8.057,8.654,46.464,2.419,107.001,100.58,3.077,8.679,4.316,7.898,9.036,0.08,2.395,8.536,3387.117
1467.76,8.5,8.054,8.655,45.306,2.418,106.978,100.848,3.028,8.478,4.892,7.742,8.646,0.057,2.397,8.536,3389.67
1467.84,8.5,8.051,8.659,47.549,2.417,107.226,100.72,2.667,8.344,5.357,7.628,8.281,0.087,2.401,8.537,3388.37
1467.92,8.5,8.048,8.664,51.289,2.416,107.678,100.013,2.534,8.26,5.536,7.545,7.994,0.095,2.388,8.537,3384.246
1467.99,8.5,8.045,8.669,54.151,2.415,108.043,99.906,2.449,8.22,5.473,7.493,7.777,0.104,2.382,8.537,3379.269
1468.07,8.5,8.042,8.673,52.632,2.414,107.985,101.036,2.544,8.233,5.225,7.478,7.592,0.121,2.372,8.537,3375.601
1468.15,8.5,8.039,8.674,47.379,2.413,107.331,103.641,2.645,8.31,4.907,7.512,7.413,0.099,2.368,8.538,3374.892
1468.22,8.5,8.037,8.675,41.854,2.412,106.125,107.823,2.587,8.46,4.77,7.602,7.226,0.131,2.372,8.538,3377.919
1468.3,8.5,8.034,8.676,39.648,2.411,104.551,113.536,2.552,8.678,4.969,7.746,7.024,0.09,2.39,8.538,3384.651
1468.37,8.5,8.031,8.678,41.64,2.41,102.83,120.825,2.456,8.951,5.446,7.936,6.815,0.083,2.415,8.538,3394.417
1468.45,8.5,8.028,8.684,44.936,2.409,101.141,127.773,2.57,9.264,5.872,8.161,6.589,0.096,2.427,8.538,3405.526
1468.53,8.5,8.025,8.692,47.923,2.408,99.564,130.617,2.617,9.606,5.921,8.415,6.344,0.097,2.437,8.538,3414.901
1468.6,8.5,8.022,8.702,48.297,2.407,98.095,129.2,2.683,9.966,5.545,8.69,6.073,0.054,2.435,8.538,3418.534
1468.68,8.5,8.019,8.709,46.937,2.406,96.744,127.312,2.72,10.327,5.009,8.974,5.764,0.072,2.445,8.539,3413.422
1468.76,8.5,8.016,8.713,44.223,2.405,95.592,127.391,2.807,10.665,4.573,9.248,5.401,-0.01,2.44,8.539,3399.198
1468.83,8.5,8.013,8.712,39.999,2.404,94.761,129.164,2.991,10.946,4.336,9.485,4.982,0.038,2.442,8.54,3379.515
1468.91,8.5,8.01,8.706,36.248,2.403,94.337,130.115,3.256,11.13,4.227,9.646,4.507,0.049,2.447,8.541,3362.373
1468.98,8.5,8.007,8.698,34.644,2.402,94.394,128.336,3.336,11.175,4.006,9.692,4.017,0.054,2.449,8.543,3357.228
1469.06,8.5,8.004,8.692,35.934,2.401,95.122,124.316,3.054,11.052,3.614,9.595,3.563,0.032,2.462,8.544,3371.326
1469.14,8.5,8.002,8.688,37.79,2.4,96.788,120.569,3.15,10.751,3.316,9.344,3.2,0.025,2.46,8.544,3406.056
1469.21,8.5,7.999,8.688,38.876,2.398,99.445,118.501,3.028,10.288,3.366,8.951,2.956,0.048,2.461,8.543,3455.405
1469.29,8.5,7.996,8.692,38.919,2.397,102.665,116.747,2.758,9.704,3.908,8.452,2.812,0.016,2.457,8.542,3507.55
1469.37,8.5,7.993,8.696,38.094,2.396,105.622,113.968,2.742,9.072,4.805,7.908,2.726,0.044,2.439,8.539,3549.405
1469.44,8.5,7.99,8.7,37.646,2.395,107.522,110.135,2.381,8.48,5.252,7.394,2.671,0.076,2.41,8.537,3571.275
1469.52,8.5,7.987,8.702,39.64,2.394,108.059,106.593,2.283,8.014,3.87,6.983,2.621,0.143,2.371,8.535,3569.48
1469.59,8.5,7.984,8.699,44.98,2.393,107.423,104.523,2.16,7.732,2.376,6.726,2.558,0.12,2.336,8.534,3547.091
1469.67,8.5,7.981,8.692,47.7,2.392,105.896,103.072,2.218,7.659,1.717,6.649,2.499,0.099,2.325,8.534,3512.415
1469.75,8.5,7.978,8.684,44.188,2.391,103.587,101.249,2.187,7.796,1.594,6.752,2.463,0.161,2.327,8.534,3475.406
1469.82,8.5,7.975,8.677,38.916,2.39,100.567,100.47,2.182,8.134,1.931,7.032,2.465,0.11,2.347,8.535,3445.186
1469.9,8.5,7.972,8.673,36.74,2.389,97.177,102.715,2.139,8.662,2.918,7.48,2.514,0.026,2.369,8.535,3427.896
1469.97,8.5,7.969,8.672,37.221,2.388,94.098,106.81,2.236,9.348,4.685,8.071,2.601,0.091,2.401,8.535,3425.72
1470.05,8.5,7.967,8.673,37.531,2.387,92.023,110.034,2.276,10.127,5.825,8.754,2.698,0.119,2.426,8.535,3436.403
1470.13,8.5,7.964,8.676,36.651,2.386,91.189,111.585,2.868,10.91,5.944,9.449,2.783,0.03,2.439,8.533,3453.75
1470.2,8.5,7.961,8.678,36.297,2.385,91.263,111.463,3.074,11.599,6.223,10.07,2.831,0.082,2.473,8.532,3469.357
1470.28,8.5,7.958,8.68,38.021,2.384,91.65,110.859,3.675,12.125,6.452,10.553,2.833,0.044,2.494,8.53,3475.437
1470.36,8.5,7.955,8.682,40.064,2.383,91.866,110.146,4.153,12.467,6.807,10.871,2.813,0.075,2.516,8.53,3468.437
1470.43,8.5,7.952,8.684,41.162,2.382,91.733,109.095,4.115,12.651,7.374,11.044,2.82,0.059,2.526,8.53,3450.817
1470.51,8.5,7.949,8.685,40.7,2.381,91.409,109.207,3.962,12.728,8.079,11.117,2.894,0.078,2.539,8.531,3430.242
1470.58,8.5,7.946,8.683,39.064,2.38,91.284,111.442,3.445,12.733,8.478,11.129,3.045,0.044,2.542,8.532,3416.862
1470.66,8.5,7.943,8.677,36.915,2.379,91.74,115.376,3.163,12.657,8.339,11.08,3.269,0.075,2.547,8.533,3418.394
1470.74,8.5,7.94,8.668,35.894,2.378,92.895,118.836,3.005,12.455,7.966,10.932,3.55,0.096,2.536,8.533,3435.878
1470.81,8.5,7.937,8.659,36.873,2.377,94.506,120.575,3.03,12.096,7.684,10.653,3.862,0.073,2.534,8.533,3462.679
1470.89,8.5,7.935,8.653,38.209,2.376,96.085,120.213,3.047,11.596,7.511,10.25,4.195,0.083,2.523,8.532,3487.784
1470.97,8.5,7.932,8.651,39.251,2.375,97.189,118.888,2.975,11.02,7.39,9.775,4.543,0.012,2.501,8.531,3500.741
1471.04,8.5,7.929,8.653,39.924,2.374,97.682,117.896,2.953,10.461,7.349,9.308,4.913,0.028,2.47,8.531,3496.192
1471.12,8.5,7.926,8.658,41.102,2.373,97.673,116.788,2.594,10.004,6.711,8.925,5.299,0.088,2.447,8.532,3475.939
1471.19,8.5,7.923,8.663,42.533,2.372,97.246,115.565,2.616,9.701,5.136,8.675,5.67,0.144,2.417,8.533,3447.115
1471.27,8.5,7.92,8.668,43.23,2.371,96.36,112.947,2.546,9.57,3.837,8.58,6.021,0.186,2.403,8.535,3418.743
1471.35,8.5,7.917,8.672,42.252,2.37,94.941,108.702,2.336,9.612,3.32,8.647,6.35,0.104,2.405,8.536,3398.108
1471.42,8.5,7.914,8.676,39.881,2.369,93.087,104.29,2.172,9.814,3.547,8.874,6.662,0.07,2.419,8.537,3388.18
1471.5,8.5,7.911,8.68,38.881,2.368,91.228,100.934,2.092,10.144,4.612,9.245,6.976,0.066,2.438,8.538,3387.792
1471.57,8.5,7.909,8.684,39.449,2.367,89.962,98.754,2.173,10.546,6.497,9.715,7.286,0.062,2.453,8.538,3393.166
1471.65,8.5,7.906,8.687,40.674,2.366,89.655,97.858,2.233,10.938,7.922,10.202,7.602,0.063,2.463,8.539,3399.914
1471.73,8.5,7.903,8.689,41.066,2.365,90.218,97.934,2.276,11.234,7.963,10.611,7.94,0.071,2.472,8.539,3404.345
1471.8,8.5,7.9,8.688,40.175,2.364,91.247,97.396,2.259,11.379,7.763,10.871,8.298,0.082,2.471,8.54,3404.831
1471.88,8.5,7.897,8.686,38.887,2.363,92.322,96.09,2.253,11.368,7.621,10.959,8.676,0.055,2.458,8.54,3401.752
1471.96,8.5,7.894,8.683,37.415,2.362,93.264,95.348,2.285,11.244,7.366,10.905,9.067,0.068,2.448,8.54,3397.227
1472.03,8.5,7.891,8.678,36.344,2.361,94.104,97.814,2.291,11.077,6.996,10.775,9.483,0.036,2.43,8.541,3394
1472.11,8.5,7.888,8.673,36.357,2.36,94.868,105.584,2.388,10.931,6.586,10.634,9.926,0.057,2.425,8.542,3394.398
1472.18,8.5,7.885,8.668,39.141,2.359,95.452,115.95,2.312,10.846,6.294,10.526,10.403,0.067,2.42,8.542,3399.402
1472.26,8.5,7.882,8.664,44.261,2.358,95.628,124.542,2.332,10.851,6.197,10.478,10.912,0.039,2.416,8.542,3408.458
1472.34,8.5,7.879,8.66,47.183,2.357,95.159,130.998,2.34,10.975,6.239,10.514,11.429,0.034,2.417,8.542,3419.248
1472.41,8.5,7.877,8.656,43.914,2.356,93.999,137.71,2.352,11.249,6.29,10.66,11.921,0.027,2.417,8.541,3428.908
1472.49,8.5,7.874,8.653,37.419,2.355,92.41,146.831,2.335,11.706,6.281,10.931,12.353,0.03,2.412,8.54,3434.989
1472.57,8.5,7.871,8.651,32.936,2.354,90.82,157.303,2.217,12.372,6.051,11.337,12.704,0.047,2.414,8.539,3436.781
1472.64,8.5,7.868,8.651,30.989,2.353,89.532,163.461,2.118,13.274,5.205,11.887,12.972,0.095,2.41,8.538,3435.699
1472.72,8.5,7.865,8.654,29.417,2.352,88.535,158.746,2.01,14.442,4.048,12.603,13.16,0.083,2.392,8.538,3434.928
1472.79,8.5,7.862,8.658,27.208,2.351,87.638,140.88,1.504,15.879,3.087,13.497,13.245,0.066,2.377,8.538,3438.712
1472.87,8.5,7.859,8.663,24.76,2.35,86.794,113.983,1.363,17.502,2.363,14.531,13.184,0.08,2.345,8.538,3450.948
1472.95,8.5,7.856,8.666,22.54,2.349,86.235,86.514,1.344,19.124,1.802,15.589,12.938,0.112,2.319,8.538,3472.971
1473.02,8.5,7.853,8.666,21.112,2.348,86.255,66.307,1.452,20.5,1.39,16.511,12.501,0.071,2.293,8.538,3502.08
1473.1,8.5,7.85,8.664,20.784,2.347,86.967,55.338,1.543,21.408,1.141,17.143,11.938,0.108,2.296,8.536,3531.566
1473.18,8.5,7.848,8.662,21.9,2.346,88.243,51.696,1.618,21.717,1.043,17.394,11.385,0.103,2.31,8.535,3552.847
1473.25,8.5,7.845,8.661,24.61,2.345,89.821,53.418,1.995,21.423,1.098,17.258,10.958,0.145,2.344,8.534,3559.34
1473.33,8.5,7.842,8.662,28.628,2.344,91.472,59.458,2.063,20.63,1.331,16.8,10.7,0.074,2.371,8.533,3549.325
1473.4,8.5,7.839,8.664,32.876,2.343,93.094,70.037,2.145,19.51,1.795,16.122,10.551,0.01,2.399,8.534,3526.933
1473.48,8.5,7.836,8.667,35.522,2.342,94.693,84.47,2.403,18.242,2.509,15.329,10.428,0.067,2.41,8.534,3500.202
1473.56,8.5,7.833,8.67,36.782,2.341,96.297,98.483,2.583,16.975,3.285,14.506,10.264,0.089,2.415,8.535,3477.506
1473.63,8.5,7.83,8.673,37.194,2.34,97.831,107.592,2.629,15.818,3.895,13.725,10.037,0.095,2.415,8.536,3463.351
1473.71,8.5,7.827,8.675,38.773,2.339,99.07,110.13,2.761,14.854,4.368,13.05,9.785,0.087,2.426,8.536,3456.745
1473.78,8.5,7.824,8.676,43.407,2.338,99.777,107.85,3.238,14.128,4.795,12.531,9.573,0.072,2.427,8.536,3453.023
1473.86,8.5,7.821,8.674,50.35,2.337,99.919,105.784,3.313,13.628,5.074,12.172,9.426,0.057,2.437,8.535,3446.885
1473.94,8.5,7.819,8.671,56.666,2.336,99.699,106.505,3.13,13.296,5.205,11.937,9.32,0.052,2.443,8.534,3435.6
1474.01,8.5,7.816,8.668,58.127,2.335,99.364,108.189,2.655,13.07,5.323,11.773,9.201,0.064,2.45,8.534,3420.537
1474.09,8.5,7.813,8.666,54.373,2.334,99.042,110.098,2.421,12.906,5.365,11.643,9.035,0.071,2.458,8.534,3406.171
1474.17,8.5,7.81,8.664,49.126,2.333,98.738,112.517,2.551,12.791,5.376,11.534,8.868,-0.011,2.461,8.534,3398.217
1474.24,8.5,7.807,8.663,47.282,2.332,98.42,114.89,2.689,12.724,5.466,11.453,8.76,0.034,2.478,8.534,3400.835
1474.32,8.5,7.804,8.662,49.508,2.331,98.05,116.86,2.796,12.705,5.718,11.405,8.718,0.082,2.491,8.535,3414.395
1474.39,8.5,7.801,8.66,53.025,2.33,97.584,117.353,2.803,12.733,6.097,11.395,8.721,0.048,2.487,8.535,3435.299
1474.47,8.5,7.798,8.658,54.18,2.329,96.99,115.042,2.784,12.807,6.417,11.419,8.747,0.079,2.488,8.535,3457.402
1474.55,8.5,7.795,8.656,51.536,2.328,96.31,112.394,2.77,12.92,6.49,11.472,8.746,0.041,2.482,8.534,3474.458
1474.62,8.5,7.792,8.656,47.478,2.327,95.683,113.235,2.757,13.056,6.319,11.54,8.674,0.075,2.478,8.534,3482.362
1474.7,8.5,7.79,8.658,45.052,2.326,95.288,117.061,2.729,13.182,6.022,11.598,8.541,0.041,2.478,8.534,3480.438
1474.78,8.5,7.787,8.662,43.631,2.325,95.244,120.497,2.646,13.255,5.683,11.613,8.368,0.012,2.476,8.536,3471.24
1474.85,8.5,7.784,8.666,41.959,2.324,95.555,121.415,2.585,13.235,5.338,11.557,8.19,0.023,2.471,8.537,3459.81
1474.93,8.5,7.781,8.669,39.735,2.323,96.135,121.568,2.781,13.099,4.959,11.411,8.039,0.028,2.449,8.539,3451.659
1475,8.5,7.778,8.67,37.914,2.322,96.882,125.203,2.785,12.851,4.548,11.178,7.9,0.019,2.422,8.541,3450.167
1475.08,8.5,7.775,8.669,37.795,2.321,97.746,132.009,2.535,12.514,4.236,10.877,7.759,0.029,2.397,8.541,3455.508
1475.16,8.5,7.772,8.666,39.564,2.32,98.71,136.917,2.244,12.126,4.144,10.536,7.618,0.03,2.385,8.541,3464.629
1475.23,8.5,7.769,8.663,43.604,2.319,99.739,136.63,2.127,11.727,4.295,10.186,7.463,0.039,2.379,8.541,3472.408
1475.31,8.5,7.766,8.66,48.017,2.318,100.716,132.953,2.172,11.349,4.619,9.852,7.297,0.072,2.383,8.541,3474.584
1475.38,8.5,7.763,8.658,50.77,2.317,101.468,128.219,2.322,11.017,4.943,9.554,7.146,0.082,2.384,8.54,3469.984
1475.46,8.5,7.761,8.655,50.94,2.316,101.868,123.113,2.468,10.752,5.107,9.308,7.05,0.055,2.385,8.54,3461.042
1475.54,8.5,7.758,8.652,49.293,2.315,101.915,118.477,2.412,10.569,5.131,9.127,7.011,0.067,2.39,8.541,3452.511
1475.61,8.5,7.755,8.65,47.423,2.314,101.711,115.466,2.401,10.475,5.151,9.017,7.025,0.046,2.388,8.541,3449.183
1475.69,8.5,7.752,8.649,45.726,2.313,101.372,114.601,2.362,10.466,5.24,8.978,7.067,0.07,2.407,8.54,3452.829
1475.77,8.5,7.749,8.65,45.187,2.312,100.957,113.814,2.367,10.529,5.41,9.001,7.107,0.054,2.413,8.54,3461.221
1475.84,8.5,7.746,8.653,45.325,2.311,100.474,112.612,2.391,10.645,5.609,9.074,7.136,0.083,2.43,8.539,3469.767
1475.92,8.5,7.743,8.658,46.496,2.31,99.935,111.378,2.361,10.795,5.761,9.18,7.134,0.068,2.432,8.539,3473.766
1475.99,8.5,7.74,8.662,47.998,2.309,99.371,110.21,2.311,10.96,5.88,9.302,7.105,0.014,2.435,8.539,3471.012
1476.07,8.5,7.737,8.663,48.983,2.308,98.809,109.722,2.127,11.126,6.042,9.427,7.061,0.106,2.449,8.538,3463.004
1476.15,8.5,7.735,8.662,50.269,2.307,98.256,109.285,2.246,11.283,6.328,9.545,7.01,0.058,2.443,8.538,3453.938
1476.22,8.5,7.732,8.658,51.088,2.306,97.711,108.956,2.236,11.43,6.717,9.653,6.974,0.033,2.445,8.537,3448.573
1476.3,8.5,7.729,8.655,51.323,2.305,97.192,108.541,2.352,11.57,7.039,9.753,6.953,0.051,2.434,8.536,3449.938
1476.38,8.5,7.726,8.654,51.612,2.304,96.737,108.36,2.369,11.707,7.119,9.849,6.961,0.081,2.437,8.535,3457.579
1476.45,8.5,7.723,8.655,52.473,2.303,96.376,108.681,2.593,11.843,6.97,9.944,7.011,0.061,2.419,8.534,3467.625
1476.53,8.5,7.72,8.659,53.163,2.302,96.144,109.498,2.682,11.975,6.781,10.033,7.106,0.037,2.415,8.533,3474.814
1476.6,8.5,7.717,8.663,52.738,2.301,96.105,110.395,2.621,12.095,6.713,10.113,7.255,0.007,2.412,8.532,3475.216
1476.68,8.5,7.714,8.667,51.481,2.3,96.323,110.392,2.577,12.192,6.816,10.173,7.455,0.048,2.423,8.531,3468.02
1476.76,8.5,7.711,8.67,49.839,2.299,96.8,110.346,2.656,12.252,7.01,10.205,7.708,0.051,2.421,8.531,3456.116
1476.83,8.5,7.709,8.67,47.388,2.298,97.505,111.096,2.626,12.264,7.153,10.203,7.998,0.024,2.414,8.531,3444.851
1476.91,8.5,7.706,8.668,44.081,2.297,98.419,113.888,2.511,12.219,7.2,10.162,8.31,0.036,2.41,8.531,3439.446
1476.99,8.5,7.703,8.664,41.524,2.296,99.514,119.533,2.329,12.11,7.195,10.074,8.659,0.054,2.417,8.531,3442.334
1477.06,8.5,7.7,8.657,41.959,2.295,100.703,127.425,2.225,11.931,7.204,9.933,9.061,0.074,2.425,8.53,3451.945
1477.14,8.5,7.697,8.65,45.941,2.294,101.799,134.578,2.309,11.692,7.278,9.74,9.571,0.048,2.411,8.53,3463.578
1477.21,8.5,7.694,8.643,52.112,2.293,102.528,138.472,2.305,11.42,7.344,9.513,10.228,0.103,2.394,8.528,3471.988
1477.29,8.5,7.691,8.64,56.368,2.292,102.619,139.294,2.33,11.167,7.286,9.29,10.999,0.03,2.373,8.527,3473.873
1477.37,8.5,7.688,8.641,53.893,2.291,101.935,138.726,2.332,10.989,7.089,9.118,11.819,0.047,2.363,8.526,3469.17
1477.44,8.5,7.685,8.645,47.691,2.29,100.551,138.372,2.325,10.935,6.86,9.04,12.632,0.044,2.369,8.525,3461.051
1477.52,8.5,7.682,8.651,43.217,2.289,98.734,136.758,2.292,11.029,6.762,9.082,13.405,0.115,2.394,8.525,3454.231
1477.59,8.5,7.68,8.659,42.557,2.288,96.812,133.23,2.332,11.28,6.896,9.251,14.126,0.135,2.403,8.526,3452.601
1477.67,8.5,7.677,8.666,43.823,2.287,95.032,128.237,2.364,11.68,7.282,9.548,14.814,0.09,2.411,8.526,3457.335
1477.75,8.5,7.674,8.671,43.592,2.286,93.54,122.673,2.456,12.203,7.826,9.962,15.511,0.075,2.411,8.527,3466.379
1477.82,8.5,7.671,8.673,41.902,2.285,92.496,116.547,2.24,12.796,8.354,10.455,16.213,0.018,2.427,8.528,3476.022
1477.9,8.5,7.668,8.671,41.115,2.284,92.101,110.535,2.12,13.377,8.638,10.968,16.922,0.046,2.444,8.528,3482.56
1477.98,8.5,7.665,8.667,41.608,2.283,92.443,106.871,1.961,13.856,8.505,11.423,17.634,0.076,2.453,8.527,3483.785
1478.05,8.5,7.662,8.663,42.355,2.282,93.351,104.92,2.021,14.16,8.067,11.747,18.354,0.09,2.457,8.527,3479.747
1478.13,8.5,7.659,8.66,42.865,2.281,94.438,103.46,2.283,14.26,7.583,11.901,19.141,0.048,2.453,8.527,3472.724
1478.2,8.5,7.656,8.659,43.335,2.279,95.325,102.276,2.331,14.182,7.302,11.895,20.036,0.073,2.455,8.526,3466.172
1478.28,8.5,7.654,8.659,44.009,2.278,95.891,101.78,2.571,13.999,7.344,11.782,21.021,0.112,2.459,8.525,3463.201
1478.36,8.5,7.651,8.661,44.988,2.277,96.261,103.057,2.373,13.792,7.57,11.632,22.076,0.093,2.465,8.524,3465.199
1478.43,8.5,7.648,8.662,45.532,2.276,96.562,106.729,2.399,13.629,7.696,11.505,23.185,0.102,2.47,8.522,3471.192
1478.51,8.5,7.645,8.662,45.689,2.275,96.79,111.795,2.324,13.55,7.558,11.434,24.338,0.086,2.468,8.521,3477.999
1478.59,8.5,7.642,8.66,47.045,2.274,96.882,116.657,2.461,13.573,7.326,11.429,25.553,0.068,2.463,8.52,3481.569
1478.66,8.5,7.639,8.657,48.717,2.273,96.79,120.77,2.575,13.703,7.233,11.485,26.856,0.055,2.459,8.52,3478.599
1478.74,8.5,7.636,8.654,48.311,2.272,96.476,124.12,2.498,13.932,7.289,11.588,28.228,0.048,2.458,8.52,3468.589
1478.81,8.5,7.633,8.651,44.01,2.271,95.956,126.082,2.445,14.238,7.294,11.708,29.623,0.037,2.456,8.522,3454.852
1478.89,8.5,7.63,8.649,38.464,2.27,95.303,126.253,2.172,14.587,7.111,11.814,30.973,0.084,2.464,8.524,3443.285
1478.97,8.5,7.627,8.651,35.293,2.269,94.622,123.232,2.082,14.94,6.685,11.875,32.178,0.067,2.455,8.526,3439.261
1479.04,8.5,7.625,8.655,34.737,2.268,94.004,116.671,1.873,15.263,5.712,11.877,33.191,0.074,2.446,8.528,3444.83
1479.12,8.5,7.622,8.66,34.354,2.267,93.466,107.866,1.881,15.525,4.125,11.822,34.036,0.089,2.438,8.528,3457.383
1479.19,8.5,7.619,8.665,32.247,2.266,92.98,98.17,1.913,15.703,2.645,11.725,34.76,0.028,2.414,8.527,3471.294
1479.27,8.5,7.616,8.668,29.812,2.265,92.604,89.025,1.959,15.783,1.738,11.607,35.438,0.107,2.399,8.526,3481.473
